Type,Long,Lat,Neighborhood,Downtown,Suburbs,D or S
Medical Center,40.66962347,-73.98599014,Central Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Central Toronto,Yes,No,Downtown
Medical Center,40.86695759,-73.90584469,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Central Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.62054384,-73.96447895,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63507571,-73.96375575,Downtown Toronto,Yes,No,Downtown
Medical Center,40.749178,-73.8756808,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88141671,-73.97869566,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77889509,-73.96197642,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66947777,-73.976695,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88085465,-73.87888115,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88414735,-74.05893111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61323643,-74.06553805,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84220616,-73.94268982,Downtown Toronto,Yes,No,Downtown
Medical Center,40.87002174,-74.18190642,Central Toronto,Yes,No,Downtown
Medical Center,40.79202082,-73.97390904,Central Toronto,Yes,No,Downtown
Medical Center,40.719577,-73.843131,Central Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76025963,-73.98276476,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76532426,-73.96007655,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67024364,-73.99732444,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90400959,-73.96841526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668254,-73.980249,West Toronto,No,Yes,Suburbs
Medical Center,40.84053484,-73.94120693,West Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,West Toronto,No,Yes,Suburbs
Medical Center,40.64671746,-74.0211153,West Toronto,No,Yes,Suburbs
Medical Center,40.64603282,-74.02045007,West Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,West Toronto,No,Yes,Suburbs
Medical Center,40.73423003,-73.98337311,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193545,-73.97507414,East Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,East Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,East Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,East Toronto,No,Yes,Suburbs
Medical Center,40.67020708,-73.99701455,East Toronto,No,Yes,Suburbs
Medical Center,40.71080146,-74.00608152,Central Toronto,Yes,No,Downtown
Medical Center,40.74193545,-73.97507414,Central Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Central Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Central Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Central Toronto,Yes,No,Downtown
Medical Center,40.746919,-73.983745,Central Toronto,Yes,No,Downtown
Medical Center,40.76530402,-73.98024526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75388918,-73.97038937,Downtown Toronto,Yes,No,Downtown
Medical Center,40.89911233,-73.97102783,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90400959,-73.96841526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668847,-73.979973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65849327,-74.21452487,Downtown Toronto,Yes,No,Downtown
Medical Center,40.58426059,-73.94598475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73919337,-74.19142485,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73423003,-73.98337311,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61311186,-74.03375609,Central Toronto,Yes,No,Downtown
Medical Center,40.71157472,-73.8571571,Central Toronto,Yes,No,Downtown
Medical Center,40.64314632,-73.94352217,Central Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70022727,-73.81638765,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82933578,-74.10327758,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,West Toronto,No,Yes,Suburbs
Medical Center,40.77957932,-73.95397502,West Toronto,No,Yes,Suburbs
Medical Center,40.959574,-74.031516,West Toronto,No,Yes,Suburbs
Medical Center,40.74193545,-73.97507414,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,West Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.84053484,-73.94120693,East Toronto,No,Yes,Suburbs
Medical Center,40.84115436,-73.94283907,East Toronto,No,Yes,Suburbs
Medical Center,40.73063339,-73.8877814,East Toronto,No,Yes,Suburbs
Medical Center,40.73322531,-74.006358,East Toronto,No,Yes,Suburbs
Medical Center,40.7287873,-73.85198593,Central Toronto,Yes,No,Downtown
Medical Center,40.76845145,-73.92480208,Central Toronto,Yes,No,Downtown
Medical Center,40.77431917,-74.031717,Central Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Central Toronto,Yes,No,Downtown
Medical Center,40.74193545,-73.97507414,Central Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Central Toronto,Yes,No,Downtown
Medical Center,40.83876,-73.941443,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73307686,-74.0023228,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75849638,-73.99009926,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74235797,-73.99744213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73982508,-73.99875863,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82409456,-73.98823983,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76530402,-73.98024526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72899026,-74.04838072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.75170898,-73.98031987,Central Toronto,Yes,No,Downtown
Medical Center,40.74193545,-73.97507414,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.729001,-73.851754,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88379856,-74.05669372,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88323937,-74.01026481,West Toronto,No,Yes,Suburbs
Medical Center,40.79202082,-73.97390904,West Toronto,No,Yes,Suburbs
Medical Center,40.87970148,-73.98305172,West Toronto,No,Yes,Suburbs
Medical Center,40.79393697,-73.9960447,West Toronto,No,Yes,Suburbs
Medical Center,40.690428,-73.98158,West Toronto,No,Yes,Suburbs
Medical Center,40.62047722,-74.02700629,West Toronto,No,Yes,Suburbs
Medical Center,40.62047722,-74.02700629,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,East Toronto,No,Yes,Suburbs
Medical Center,40.70795059,-73.78573745,East Toronto,No,Yes,Suburbs
Medical Center,40.86783999,-73.89792719,East Toronto,No,Yes,Suburbs
Medical Center,40.73423003,-73.98337311,East Toronto,No,Yes,Suburbs
Medical Center,40.76984931,-73.98738384,East Toronto,No,Yes,Suburbs
Medical Center,40.70022727,-73.81638765,Central Toronto,Yes,No,Downtown
Medical Center,40.75442303,-73.96752097,Central Toronto,Yes,No,Downtown
Medical Center,40.75347065,-73.96770985,Central Toronto,Yes,No,Downtown
Medical Center,40.72899026,-74.04838072,Central Toronto,Yes,No,Downtown
Medical Center,40.68449898,-73.8454856,Central Toronto,Yes,No,Downtown
Medical Center,40.75587292,-73.81805008,Central Toronto,Yes,No,Downtown
Medical Center,40.76530402,-73.98024526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79439182,-73.9404683,Downtown Toronto,Yes,No,Downtown
Medical Center,40.685744,-73.968511,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.87857913,-74.04712737,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71741622,-74.24173879,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74334232,-73.91759715,Downtown Toronto,Yes,No,Downtown
Medical Center,40.918982,-74.069229,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79367992,-73.99671613,Downtown Toronto,Yes,No,Downtown
Medical Center,40.9683632,-73.88571739,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73755144,-73.87616506,Central Toronto,Yes,No,Downtown
Medical Center,40.71426172,-73.80117163,Central Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Central Toronto,Yes,No,Downtown
Medical Center,40.88339879,-74.0561946,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72318603,-74.0566134,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65393404,-73.94537055,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65413577,-73.94503761,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.73475567,-73.98944502,West Toronto,No,Yes,Suburbs
Medical Center,40.79161977,-73.70201055,West Toronto,No,Yes,Suburbs
Medical Center,40.74175948,-73.97480439,West Toronto,No,Yes,Suburbs
Medical Center,40.886316,-74.020665,West Toronto,No,Yes,Suburbs
Medical Center,40.88640503,-74.02059352,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88362837,-74.0566134,East Toronto,No,Yes,Suburbs
Medical Center,40.70795059,-73.78573745,East Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,East Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,East Toronto,No,Yes,Suburbs
Medical Center,40.70045536,-73.94302276,East Toronto,No,Yes,Suburbs
Medical Center,40.729001,-73.851754,Central Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,Central Toronto,Yes,No,Downtown
Medical Center,40.79005808,-73.95325005,Central Toronto,Yes,No,Downtown
Medical Center,40.62940598,-74.11181,Central Toronto,Yes,No,Downtown
Medical Center,40.738665,-73.975303,Central Toronto,Yes,No,Downtown
Medical Center,40.90400959,-73.96841526,Central Toronto,Yes,No,Downtown
Medical Center,40.714671,-74.008676,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74458905,-73.9874995,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74487044,-73.98242041,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70022727,-73.81638765,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79202082,-73.97390904,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668847,-73.979973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7171761,-73.80413532,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78459237,-73.94873431,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78865792,-73.95359617,Downtown Toronto,Yes,No,Downtown
Medical Center,40.789062,-73.954761,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79445365,-74.11930193,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72899026,-74.04838072,Central Toronto,Yes,No,Downtown
Medical Center,40.75388918,-73.97038937,Central Toronto,Yes,No,Downtown
Medical Center,40.97347337,-73.96264798,Central Toronto,Yes,No,Downtown
Medical Center,40.74331836,-73.99345077,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.93486282,-74.05169679,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82409456,-73.98823983,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65393404,-73.94537055,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65347957,-73.947058,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,West Toronto,No,Yes,Suburbs
Medical Center,40.77957932,-73.95397502,West Toronto,No,Yes,Suburbs
Medical Center,40.74501356,-73.88571739,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.88428122,-74.05822182,West Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,West Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74175948,-73.97480439,East Toronto,No,Yes,Suburbs
Medical Center,40.8374969,-73.92403854,East Toronto,No,Yes,Suburbs
Medical Center,40.88362837,-74.0566134,East Toronto,No,Yes,Suburbs
Medical Center,40.886316,-74.020665,East Toronto,No,Yes,Suburbs
Medical Center,40.88640503,-74.02059352,East Toronto,No,Yes,Suburbs
Medical Center,40.741041,-74.005773,Central Toronto,Yes,No,Downtown
Medical Center,40.73759699,-73.97859809,Central Toronto,Yes,No,Downtown
Medical Center,40.592667,-73.92522633,Central Toronto,Yes,No,Downtown
Medical Center,40.74174587,-74.19030905,Central Toronto,Yes,No,Downtown
Medical Center,40.67649503,-73.73383044,Central Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Central Toronto,Yes,No,Downtown
Medical Center,40.75347065,-73.96770985,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668847,-73.979973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79202082,-73.97390904,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.81159244,-74.20363426,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72899026,-74.04838072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7354864,-73.99809122,Downtown Toronto,Yes,No,Downtown
Medical Center,40.742138,-74.000245,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61311186,-74.03375609,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71157472,-73.8571571,Central Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Central Toronto,Yes,No,Downtown
Medical Center,40.88362837,-74.0566134,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73696491,-74.00050366,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88362837,-74.0566134,West Toronto,No,Yes,Suburbs
Medical Center,40.886316,-74.020665,West Toronto,No,Yes,Suburbs
Medical Center,40.88640503,-74.02059352,West Toronto,No,Yes,Suburbs
Medical Center,40.88619345,-73.91382522,West Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,West Toronto,No,Yes,Suburbs
Medical Center,40.7639577,-73.96823841,West Toronto,No,Yes,Suburbs
Medical Center,40.83409441,-73.86102201,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,East Toronto,No,Yes,Suburbs
Medical Center,40.70795059,-73.78573745,East Toronto,No,Yes,Suburbs
Medical Center,40.73319215,-73.98261554,East Toronto,No,Yes,Suburbs
Medical Center,40.76177893,-73.96858853,East Toronto,No,Yes,Suburbs
Medical Center,40.74401,-73.857559,East Toronto,No,Yes,Suburbs
Medical Center,40.72899026,-74.04838072,Central Toronto,Yes,No,Downtown
Medical Center,40.75347065,-73.96770985,Central Toronto,Yes,No,Downtown
Medical Center,40.72899026,-74.04838072,Central Toronto,Yes,No,Downtown
Medical Center,40.68449898,-73.8454856,Central Toronto,Yes,No,Downtown
Medical Center,40.79030442,-73.9519373,Central Toronto,Yes,No,Downtown
Medical Center,40.73326935,-73.98280493,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74130691,-74.03390408,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7134616,-74.00461821,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61886061,-74.02090911,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74175948,-73.97480439,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71157472,-73.8571571,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90044809,-74.0692916,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73562636,-73.98352233,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.5858164,-73.96542026,Downtown Toronto,Yes,No,Downtown
Medical Center,40.729001,-73.851754,Central Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,Central Toronto,Yes,No,Downtown
Medical Center,40.58475655,-74.08510208,Central Toronto,Yes,No,Downtown
Medical Center,40.73681963,-73.9932847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74130691,-74.03390408,Downtown Toronto,Yes,No,Downtown
Medical Center,40.819657,-74.214636,Downtown Toronto,Yes,No,Downtown
Medical Center,40.91649771,-74.07570362,Downtown Toronto,Yes,No,Downtown
Medical Center,40.91649771,-74.07570362,Downtown Toronto,Yes,No,Downtown
Medical Center,40.58475655,-74.08510208,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65730209,-73.94635787,West Toronto,No,Yes,Suburbs
Medical Center,40.82921532,-74.10305964,West Toronto,No,Yes,Suburbs
Medical Center,40.829305,-74.10278433,West Toronto,No,Yes,Suburbs
Medical Center,40.85937823,-74.13706855,West Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,West Toronto,No,Yes,Suburbs
Medical Center,40.85937823,-74.13706855,West Toronto,No,Yes,Suburbs
Medical Center,40.77957932,-73.95397502,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.74501356,-73.88571739,East Toronto,No,Yes,Suburbs
Medical Center,40.88362837,-74.0566134,East Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,East Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,Central Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Central Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Central Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Central Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Central Toronto,Yes,No,Downtown
Medical Center,40.900288,-73.969011,Central Toronto,Yes,No,Downtown
Medical Center,40.79161977,-73.70201055,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79025953,-73.72513647,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74159241,-73.98484039,Downtown Toronto,Yes,No,Downtown
Medical Center,40.791283,-73.952088,Downtown Toronto,Yes,No,Downtown
Medical Center,40.745623,-73.975817,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.83093216,-73.90167072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78486329,-73.94494057,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90969249,-73.78038885,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7356815,-74.00115967,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7461798,-73.98629642,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73759699,-73.97859809,Downtown Toronto,Yes,No,Downtown
Medical Center,40.89346167,-74.07326698,Central Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.849646,-73.93490096,Downtown Toronto,Yes,No,Downtown
Medical Center,40.779293,-73.98487839,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76025963,-73.98276476,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72899026,-74.04838072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73475567,-73.98944502,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.73213693,-73.98493767,West Toronto,No,Yes,Suburbs
Medical Center,40.73213693,-73.98493767,West Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,West Toronto,No,Yes,Suburbs
Medical Center,40.7287873,-73.85198593,West Toronto,No,Yes,Suburbs
Medical Center,40.7287873,-73.85198593,West Toronto,No,Yes,Suburbs
Medical Center,40.76812533,-73.98441763,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63375053,-74.0118658,East Toronto,No,Yes,Suburbs
Medical Center,40.63507571,-73.96375575,East Toronto,No,Yes,Suburbs
Medical Center,40.78041096,-74.13557722,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.62563472,-73.95767155,East Toronto,No,Yes,Suburbs
Medical Center,40.76984931,-73.98738384,Central Toronto,Yes,No,Downtown
Medical Center,40.63375053,-74.0118658,Central Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Central Toronto,Yes,No,Downtown
Medical Center,40.7171761,-73.80413532,Central Toronto,Yes,No,Downtown
Medical Center,40.747295,-73.993067,Central Toronto,Yes,No,Downtown
Medical Center,40.67649503,-73.73383044,Central Toronto,Yes,No,Downtown
Medical Center,40.76025963,-73.98276476,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69023812,-73.97777081,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69104399,-73.95135181,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74476841,-73.97534389,Downtown Toronto,Yes,No,Downtown
Medical Center,40.729001,-73.851754,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7287873,-73.85198593,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88362837,-74.0566134,Central Toronto,Yes,No,Downtown
Medical Center,40.63188403,-73.97467238,Central Toronto,Yes,No,Downtown
Medical Center,40.784239,-73.954267,Central Toronto,Yes,No,Downtown
Medical Center,40.88619345,-73.91382522,Downtown Toronto,Yes,No,Downtown
Medical Center,40.68449898,-73.8454856,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60475522,-73.94258856,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7603257,-73.95807266,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73423003,-73.98337311,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,West Toronto,No,Yes,Suburbs
Medical Center,40.729001,-73.851754,West Toronto,No,Yes,Suburbs
Medical Center,40.7287873,-73.85198593,West Toronto,No,Yes,Suburbs
Medical Center,40.73696491,-74.00050366,West Toronto,No,Yes,Suburbs
Medical Center,40.7287873,-73.85198593,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85053388,-74.03626442,East Toronto,No,Yes,Suburbs
Medical Center,40.66993795,-73.94413065,East Toronto,No,Yes,Suburbs
Medical Center,40.75820965,-73.97074086,East Toronto,No,Yes,Suburbs
Medical Center,40.94046682,-74.09840515,East Toronto,No,Yes,Suburbs
Medical Center,40.71157472,-73.8571571,East Toronto,No,Yes,Suburbs
Medical Center,40.73696491,-74.00050366,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.64603282,-74.02045007,Central Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Central Toronto,Yes,No,Downtown
Medical Center,40.658119,-73.933984,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.609196,-74.000197,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66387,-73.930222,Downtown Toronto,Yes,No,Downtown
Medical Center,40.9099209,-74.074232,Downtown Toronto,Yes,No,Downtown
Medical Center,40.738665,-73.975303,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88530074,-74.04056078,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7171761,-73.80413532,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73696491,-74.00050366,Downtown Toronto,Yes,No,Downtown
Medical Center,40.794539,-74.11938,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Central Toronto,Yes,No,Downtown
