Type,Long,Lat
Medical Center,40.74436924,-73.97442559
Medical Center,40.74193545,-73.97507414
Medical Center,40.76256708,-73.75869997
Medical Center,40.79005808,-73.95325005
Medical Center,40.79011182,-73.95293033
Medical Center,40.7461798,-73.98629642
Medical Center,40.88431303,-74.0562864
Medical Center,40.67679807,-73.89837504
Medical Center,40.88431303,-74.0562864
Medical Center,40.85274125,-73.89116764
Medical Center,40.88431303,-74.0562864
Medical Center,40.82548807,-73.84008858
Medical Center,40.64671746,-74.0211153
Medical Center,40.66993795,-73.94413065
Medical Center,40.79005808,-73.95325005
Medical Center,40.79011182,-73.95293033
Medical Center,40.88379856,-74.05669372
Medical Center,40.95672908,-74.06300068
Medical Center,40.63535651,-74.10638621
Medical Center,40.628905,-74.019778
Medical Center,40.74193545,-73.97507414
Medical Center,40.88955858,-73.97570547
Medical Center,40.66929505,-73.85948678
Medical Center,40.78863378,-73.814732
Medical Center,40.86088438,-73.88990591
Medical Center,40.88543773,-73.910173
Medical Center,40.668847,-73.979973
Medical Center,40.95672908,-74.06300068
Medical Center,40.76466513,-73.9548111
Medical Center,40.74307505,-74.00298847
Medical Center,40.7348397,-73.86445272
Medical Center,40.73466634,-73.98941058
Medical Center,40.76984931,-73.98738384
Medical Center,40.77993971,-73.95397502
Medical Center,40.61311186,-74.03375609
Medical Center,40.86826077,-73.90207263
Medical Center,40.82409456,-73.98823983
Medical Center,40.71141752,-73.85744999
Medical Center,40.67679807,-73.89837504
Medical Center,40.65362743,-73.94496299
Medical Center,40.65393404,-73.94537055
Medical Center,40.82933578,-74.10327758
Medical Center,40.75357981,-73.96748653
Medical Center,40.95672908,-74.06300068
Medical Center,40.84136014,-73.94260372
Medical Center,40.89614866,-73.97855791
Medical Center,40.759272,-73.967346
Medical Center,40.74130691,-74.03390408
Medical Center,40.829677,-73.945454
Medical Center,40.82409456,-73.98823983
Medical Center,40.82933578,-74.10327758
Medical Center,40.82933578,-74.10327758
Medical Center,40.79005808,-73.95325005
Medical Center,40.85550037,-73.84623528
Medical Center,40.82933578,-74.10327758
Medical Center,40.74130691,-74.03390408
Medical Center,40.86695759,-73.90584469
Medical Center,40.74193545,-73.97507414
Medical Center,40.74193545,-73.97507414
Medical Center,40.63535651,-74.10638621
Medical Center,40.76390128,-73.96339417
Medical Center,40.73086435,-73.88768378
Medical Center,40.73213693,-73.98493767
Medical Center,40.68449898,-73.8454856
Medical Center,40.86088438,-73.88990591
Medical Center,40.80555881,-73.96193504
Medical Center,40.704537,-74.006278
Medical Center,40.88379856,-74.05669372
Medical Center,40.738665,-73.975303
Medical Center,40.70795059,-73.78573745
Medical Center,40.79202082,-73.97390904
Medical Center,40.74130691,-74.03390408
Medical Center,40.79005808,-73.95325005
Medical Center,40.95672908,-74.06300068
Medical Center,40.7287873,-73.85198593
Medical Center,40.60158461,-73.99402465
Medical Center,40.78498691,-73.7103555
Medical Center,40.70817373,-74.0077055
Medical Center,40.882751,-74.008191
Medical Center,40.70795059,-73.78573745
Medical Center,40.70045536,-73.94302276
Medical Center,40.76530402,-73.98024526
Medical Center,40.87857913,-74.04712737
Medical Center,40.91109237,-74.07650804
Medical Center,40.71141752,-73.85744999
Medical Center,40.65393404,-73.94537055
Medical Center,40.65362743,-73.94496299
Medical Center,40.76389067,-73.78779987
Medical Center,40.69468049,-73.99398448
Medical Center,40.87763399,-74.01163627
Medical Center,40.74334232,-73.91759715
Medical Center,40.71590825,-73.99732444
Medical Center,40.76530402,-73.98024526
Medical Center,40.79005808,-73.95325005
Medical Center,40.79011182,-73.95293033
Medical Center,40.73982508,-73.99875863
Medical Center,40.84136014,-73.94260372
Medical Center,40.79005808,-73.95325005
Medical Center,40.78514256,-74.17647257
Medical Center,40.76984931,-73.98738384
Medical Center,40.65362743,-73.94496299
Medical Center,40.85550037,-73.84623528
Medical Center,40.73486978,-74.04996418
Medical Center,40.79030442,-73.9519373
Medical Center,40.7585219,-73.78216407
Medical Center,40.58696009,-73.96530546
Medical Center,40.58794,-73.963
Medical Center,40.67649503,-73.73383044
Medical Center,40.65393404,-73.94537055
Medical Center,40.65643168,-73.94961256
Medical Center,40.78514256,-74.17647257
Medical Center,40.79005808,-73.95325005
Medical Center,40.79011182,-73.95293033
Medical Center,40.74130691,-74.03390408
Medical Center,40.85550037,-73.84623528
Medical Center,40.88379856,-74.05669372
Medical Center,40.82921532,-74.10305964
Medical Center,40.76974552,-73.98667308
Medical Center,40.76984931,-73.98738384
Medical Center,40.86695759,-73.90584469
Medical Center,40.79030442,-73.9519373
Medical Center,40.66703863,-74.11452
Medical Center,40.95672908,-74.06300068
Medical Center,40.63535651,-74.10638621
Medical Center,40.86088438,-73.88990591
Medical Center,40.79393697,-73.9960447
Medical Center,40.738665,-73.975303
Medical Center,40.88379856,-74.05669372
Medical Center,40.88955858,-73.97570547
Medical Center,40.88955565,-73.9758547
Medical Center,40.7287873,-73.85198593
Medical Center,40.88530074,-74.04056078
Medical Center,40.714671,-74.008676
Medical Center,40.70795059,-73.78573745
Medical Center,40.74130691,-74.03390408
Medical Center,40.76984931,-73.98738384
Medical Center,40.95672908,-74.06300068
Medical Center,40.67024364,-73.99732444
Medical Center,40.77288266,-73.90625243
Medical Center,40.74193545,-73.97507414
Medical Center,40.71391341,-73.99833445
Medical Center,40.76927797,-73.98355676
Medical Center,40.73480623,-74.05943021
Medical Center,40.72899026,-74.04838072
Medical Center,40.720236,-73.95864738
Medical Center,40.67055712,-73.97282429
Medical Center,40.67055712,-73.97282429
Medical Center,40.77957932,-73.95397502
Medical Center,40.74193545,-73.97507414
Medical Center,40.74501356,-73.88571739
Medical Center,40.7585219,-73.78216407
Medical Center,40.74193545,-73.97507414
Medical Center,40.74130691,-74.03390408
Medical Center,40.63535651,-74.10638621
Medical Center,40.95672908,-74.06300068
Medical Center,40.88955858,-73.97570547
Medical Center,40.88955565,-73.9758547
Medical Center,40.88379856,-74.05669372
Medical Center,40.66962347,-73.98599014
Medical Center,40.70795059,-73.78573745
Medical Center,40.86695759,-73.90584469
Medical Center,40.85550037,-73.84623528
Medical Center,40.76984931,-73.98738384
Medical Center,40.76984931,-73.98738384
Medical Center,40.62054384,-73.96447895
Medical Center,40.63507571,-73.96375575
Medical Center,40.749178,-73.8756808
Medical Center,40.88141671,-73.97869566
Medical Center,40.77889509,-73.96197642
Medical Center,40.78514256,-74.17647257
Medical Center,40.66947777,-73.976695
Medical Center,40.88085465,-73.87888115
Medical Center,40.88414735,-74.05893111
Medical Center,40.61323643,-74.06553805
Medical Center,40.84220616,-73.94268982
Medical Center,40.87002174,-74.18190642
Medical Center,40.79202082,-73.97390904
Medical Center,40.719577,-73.843131
Medical Center,40.63904062,-73.99794102
Medical Center,40.76025963,-73.98276476
Medical Center,40.76532426,-73.96007655
Medical Center,40.67024364,-73.99732444
Medical Center,40.85550037,-73.84623528
Medical Center,40.90400959,-73.96841526
Medical Center,40.668254,-73.980249
Medical Center,40.84053484,-73.94120693
Medical Center,40.79030442,-73.9519373
Medical Center,40.64671746,-74.0211153
Medical Center,40.64603282,-74.02045007
Medical Center,40.95672908,-74.06300068
Medical Center,40.73423003,-73.98337311
Medical Center,40.74193545,-73.97507414
Medical Center,40.63535651,-74.10638621
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.67020708,-73.99701455
Medical Center,40.71080146,-74.00608152
Medical Center,40.74193545,-73.97507414
Medical Center,40.88379856,-74.05669372
Medical Center,40.70795059,-73.78573745
Medical Center,40.70795059,-73.78573745
Medical Center,40.746919,-73.983745
Medical Center,40.76530402,-73.98024526
Medical Center,40.75388918,-73.97038937
Medical Center,40.89911233,-73.97102783
Medical Center,40.76984931,-73.98738384
Medical Center,40.90400959,-73.96841526
Medical Center,40.668847,-73.979973
Medical Center,40.7585219,-73.78216407
Medical Center,40.65849327,-74.21452487
Medical Center,40.58426059,-73.94598475
Medical Center,40.73063339,-73.8877814
Medical Center,40.73919337,-74.19142485
Medical Center,40.73423003,-73.98337311
Medical Center,40.61311186,-74.03375609
Medical Center,40.71157472,-73.8571571
Medical Center,40.64314632,-73.94352217
Medical Center,40.82921532,-74.10305964
Medical Center,40.88379856,-74.05669372
Medical Center,40.70022727,-73.81638765
Medical Center,40.82933578,-74.10327758
Medical Center,40.85550037,-73.84623528
Medical Center,40.794539,-74.11938
Medical Center,40.76245411,-73.97216999
Medical Center,40.77957932,-73.95397502
Medical Center,40.959574,-74.031516
Medical Center,40.74193545,-73.97507414
Medical Center,40.63535651,-74.10638621
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.95672908,-74.06300068
Medical Center,40.84053484,-73.94120693
Medical Center,40.84115436,-73.94283907
Medical Center,40.73063339,-73.8877814
Medical Center,40.73322531,-74.006358
Medical Center,40.7287873,-73.85198593
Medical Center,40.76845145,-73.92480208
Medical Center,40.77431917,-74.031717
Medical Center,40.88379856,-74.05669372
Medical Center,40.74193545,-73.97507414
Medical Center,40.76984931,-73.98738384
Medical Center,40.83876,-73.941443
Medical Center,40.95672908,-74.06300068
Medical Center,40.73307686,-74.0023228
Medical Center,40.76245411,-73.97216999
Medical Center,40.75849638,-73.99009926
Medical Center,40.74235797,-73.99744213
Medical Center,40.73982508,-73.99875863
Medical Center,40.82409456,-73.98823983
Medical Center,40.76530402,-73.98024526
Medical Center,40.72899026,-74.04838072
Medical Center,40.64671746,-74.0211153
Medical Center,40.86088438,-73.88990591
Medical Center,40.95672908,-74.06300068
Medical Center,40.63535651,-74.10638621
Medical Center,40.75170898,-73.98031987
Medical Center,40.74193545,-73.97507414
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.729001,-73.851754
Medical Center,40.7287873,-73.85198593
Medical Center,40.88379856,-74.05669372
Medical Center,40.88323937,-74.01026481
Medical Center,40.79202082,-73.97390904
Medical Center,40.87970148,-73.98305172
Medical Center,40.79393697,-73.9960447
Medical Center,40.690428,-73.98158
Medical Center,40.62047722,-74.02700629
Medical Center,40.62047722,-74.02700629
Medical Center,40.7585219,-73.78216407
Medical Center,40.70795059,-73.78573745
Medical Center,40.86783999,-73.89792719
Medical Center,40.73423003,-73.98337311
Medical Center,40.76984931,-73.98738384
Medical Center,40.70022727,-73.81638765
Medical Center,40.75442303,-73.96752097
Medical Center,40.75347065,-73.96770985
Medical Center,40.72899026,-74.04838072
Medical Center,40.68449898,-73.8454856
Medical Center,40.75587292,-73.81805008
Medical Center,40.76530402,-73.98024526
Medical Center,40.79439182,-73.9404683
Medical Center,40.685744,-73.968511
Medical Center,40.70795059,-73.78573745
Medical Center,40.87857913,-74.04712737
Medical Center,40.73063339,-73.8877814
Medical Center,40.71741622,-74.24173879
Medical Center,40.74334232,-73.91759715
Medical Center,40.918982,-74.069229
Medical Center,40.85550037,-73.84623528
Medical Center,40.79367992,-73.99671613
Medical Center,40.9683632,-73.88571739
Medical Center,40.73755144,-73.87616506
Medical Center,40.71426172,-73.80117163
Medical Center,40.63904062,-73.99794102
Medical Center,40.88339879,-74.0561946
Medical Center,40.77846185,-73.96112694
Medical Center,40.85550037,-73.84623528
Medical Center,40.72318603,-74.0566134
Medical Center,40.95672908,-74.06300068
Medical Center,40.65393404,-73.94537055
Medical Center,40.65413577,-73.94503761
Medical Center,40.63535651,-74.10638621
Medical Center,40.73475567,-73.98944502
Medical Center,40.79161977,-73.70201055
Medical Center,40.74175948,-73.97480439
Medical Center,40.886316,-74.020665
Medical Center,40.88640503,-74.02059352
Medical Center,40.88362837,-74.0566134
Medical Center,40.70795059,-73.78573745
Medical Center,40.86088438,-73.88990591
Medical Center,40.90981229,-73.90852556
Medical Center,40.70045536,-73.94302276
Medical Center,40.729001,-73.851754
Medical Center,40.7287873,-73.85198593
Medical Center,40.79005808,-73.95325005
Medical Center,40.62940598,-74.11181
Medical Center,40.738665,-73.975303
Medical Center,40.90400959,-73.96841526
Medical Center,40.714671,-74.008676
Medical Center,40.74458905,-73.9874995
Medical Center,40.76984931,-73.98738384
Medical Center,40.74487044,-73.98242041
Medical Center,40.70022727,-73.81638765
Medical Center,40.79202082,-73.97390904
Medical Center,40.668847,-73.979973
Medical Center,40.7171761,-73.80413532
Medical Center,40.78459237,-73.94873431
Medical Center,40.78865792,-73.95359617
Medical Center,40.789062,-73.954761
Medical Center,40.79445365,-74.11930193
Medical Center,40.72899026,-74.04838072
Medical Center,40.75388918,-73.97038937
Medical Center,40.97347337,-73.96264798
Medical Center,40.74331836,-73.99345077
Medical Center,40.76466513,-73.9548111
Medical Center,40.93486282,-74.05169679
Medical Center,40.82409456,-73.98823983
Medical Center,40.65393404,-73.94537055
Medical Center,40.65347957,-73.947058
Medical Center,40.7287873,-73.85198593
Medical Center,40.77957932,-73.95397502
Medical Center,40.74501356,-73.88571739
Medical Center,40.63535651,-74.10638621
Medical Center,40.88428122,-74.05822182
Medical Center,40.86088438,-73.88990591
Medical Center,40.95672908,-74.06300068
Medical Center,40.74175948,-73.97480439
Medical Center,40.8374969,-73.92403854
Medical Center,40.88362837,-74.0566134
Medical Center,40.886316,-74.020665
Medical Center,40.88640503,-74.02059352
Medical Center,40.741041,-74.005773
Medical Center,40.73759699,-73.97859809
Medical Center,40.592667,-73.92522633
Medical Center,40.74174587,-74.19030905
Medical Center,40.67649503,-73.73383044
Medical Center,40.90981229,-73.90852556
Medical Center,40.75347065,-73.96770985
Medical Center,40.76984931,-73.98738384
Medical Center,40.668847,-73.979973
Medical Center,40.79202082,-73.97390904
Medical Center,40.78514256,-74.17647257
Medical Center,40.73063339,-73.8877814
Medical Center,40.81159244,-74.20363426
Medical Center,40.72899026,-74.04838072
Medical Center,40.74307505,-74.00298847
Medical Center,40.7354864,-73.99809122
Medical Center,40.742138,-74.000245
Medical Center,40.61311186,-74.03375609
Medical Center,40.71157472,-73.8571571
Medical Center,40.82921532,-74.10305964
Medical Center,40.88362837,-74.0566134
Medical Center,40.85550037,-73.84623528
Medical Center,40.7287873,-73.85198593
Medical Center,40.794539,-74.11938
Medical Center,40.95672908,-74.06300068
Medical Center,40.63535651,-74.10638621
Medical Center,40.73696491,-74.00050366
Medical Center,40.88362837,-74.0566134
Medical Center,40.886316,-74.020665
Medical Center,40.88640503,-74.02059352
Medical Center,40.88619345,-73.91382522
Medical Center,40.86088438,-73.88990591
Medical Center,40.7639577,-73.96823841
Medical Center,40.83409441,-73.86102201
Medical Center,40.77846185,-73.96112694
Medical Center,40.70795059,-73.78573745
Medical Center,40.73319215,-73.98261554
Medical Center,40.76177893,-73.96858853
Medical Center,40.74401,-73.857559
Medical Center,40.72899026,-74.04838072
Medical Center,40.75347065,-73.96770985
Medical Center,40.72899026,-74.04838072
Medical Center,40.68449898,-73.8454856
Medical Center,40.79030442,-73.9519373
Medical Center,40.73326935,-73.98280493
Medical Center,40.73319215,-73.98261554
Medical Center,40.74130691,-74.03390408
Medical Center,40.7134616,-74.00461821
Medical Center,40.61886061,-74.02090911
Medical Center,40.74175948,-73.97480439
Medical Center,40.71157472,-73.8571571
Medical Center,40.77696675,-73.70148182
Medical Center,40.90044809,-74.0692916
Medical Center,40.78514256,-74.17647257
Medical Center,40.73562636,-73.98352233
Medical Center,40.64671746,-74.0211153
Medical Center,40.5858164,-73.96542026
Medical Center,40.729001,-73.851754
Medical Center,40.7287873,-73.85198593
Medical Center,40.58475655,-74.08510208
Medical Center,40.73681963,-73.9932847
Medical Center,40.74130691,-74.03390408
Medical Center,40.819657,-74.214636
Medical Center,40.91649771,-74.07570362
Medical Center,40.91649771,-74.07570362
Medical Center,40.58475655,-74.08510208
Medical Center,40.65730209,-73.94635787
Medical Center,40.82921532,-74.10305964
Medical Center,40.829305,-74.10278433
Medical Center,40.85937823,-74.13706855
Medical Center,40.79030442,-73.9519373
Medical Center,40.85937823,-74.13706855
Medical Center,40.77957932,-73.95397502
Medical Center,40.77846185,-73.96112694
Medical Center,40.95672908,-74.06300068
Medical Center,40.74501356,-73.88571739
Medical Center,40.88362837,-74.0566134
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.73063339,-73.8877814
Medical Center,40.70795059,-73.78573745
Medical Center,40.90981229,-73.90852556
Medical Center,40.76984931,-73.98738384
Medical Center,40.900288,-73.969011
Medical Center,40.79161977,-73.70201055
Medical Center,40.79025953,-73.72513647
Medical Center,40.74159241,-73.98484039
Medical Center,40.791283,-73.952088
Medical Center,40.745623,-73.975817
Medical Center,40.76984931,-73.98738384
Medical Center,40.83093216,-73.90167072
Medical Center,40.78486329,-73.94494057
Medical Center,40.90969249,-73.78038885
Medical Center,40.7356815,-74.00115967
Medical Center,40.7461798,-73.98629642
Medical Center,40.73759699,-73.97859809
Medical Center,40.89346167,-74.07326698
Medical Center,40.86088438,-73.88990591
Medical Center,40.78514256,-74.17647257
Medical Center,40.849646,-73.93490096
Medical Center,40.779293,-73.98487839
Medical Center,40.76025963,-73.98276476
Medical Center,40.72899026,-74.04838072
Medical Center,40.64671746,-74.0211153
Medical Center,40.73475567,-73.98944502
Medical Center,40.74193376,-73.97469534
Medical Center,40.73213693,-73.98493767
Medical Center,40.73213693,-73.98493767
Medical Center,40.90981229,-73.90852556
Medical Center,40.7287873,-73.85198593
Medical Center,40.7287873,-73.85198593
Medical Center,40.76812533,-73.98441763
Medical Center,40.63375053,-74.0118658
Medical Center,40.63507571,-73.96375575
Medical Center,40.78041096,-74.13557722
Medical Center,40.95672908,-74.06300068
Medical Center,40.62563472,-73.95767155
Medical Center,40.76984931,-73.98738384
Medical Center,40.63375053,-74.0118658
Medical Center,40.86088438,-73.88990591
Medical Center,40.7171761,-73.80413532
Medical Center,40.747295,-73.993067
Medical Center,40.67649503,-73.73383044
Medical Center,40.76025963,-73.98276476
Medical Center,40.69023812,-73.97777081
Medical Center,40.85550037,-73.84623528
Medical Center,40.69104399,-73.95135181
Medical Center,40.95672908,-74.06300068
Medical Center,40.74193376,-73.97469534
Medical Center,40.63535651,-74.10638621
Medical Center,40.74476841,-73.97534389
Medical Center,40.729001,-73.851754
Medical Center,40.7287873,-73.85198593
Medical Center,40.74193376,-73.97469534
Medical Center,40.73063339,-73.8877814
Medical Center,40.88362837,-74.0566134
Medical Center,40.63188403,-73.97467238
Medical Center,40.784239,-73.954267
Medical Center,40.88619345,-73.91382522
Medical Center,40.68449898,-73.8454856
Medical Center,40.77846185,-73.96112694
Medical Center,40.86088438,-73.88990591
Medical Center,40.60475522,-73.94258856
Medical Center,40.7603257,-73.95807266
Medical Center,40.73423003,-73.98337311
Medical Center,40.74193376,-73.97469534
Medical Center,40.78514256,-74.17647257
Medical Center,40.729001,-73.851754
Medical Center,40.7287873,-73.85198593
Medical Center,40.73696491,-74.00050366
Medical Center,40.7287873,-73.85198593
Medical Center,40.85053388,-74.03626442
Medical Center,40.66993795,-73.94413065
Medical Center,40.75820965,-73.97074086
Medical Center,40.94046682,-74.09840515
Medical Center,40.71157472,-73.8571571
Medical Center,40.73696491,-74.00050366
Medical Center,40.85550037,-73.84623528
Medical Center,40.64603282,-74.02045007
Medical Center,40.64671746,-74.0211153
Medical Center,40.658119,-73.933984
Medical Center,40.95672908,-74.06300068
Medical Center,40.74193376,-73.97469534
Medical Center,40.74193376,-73.97469534
Medical Center,40.609196,-74.000197
Medical Center,40.88955858,-73.97570547
Medical Center,40.88955565,-73.9758547
Medical Center,40.66387,-73.930222
Medical Center,40.9099209,-74.074232
Medical Center,40.738665,-73.975303
Medical Center,40.88530074,-74.04056078
Medical Center,40.7171761,-73.80413532
Medical Center,40.73696491,-74.00050366
Medical Center,40.794539,-74.11938
Medical Center,40.77846185,-73.96112694
Medical Center,40.77957932,-73.95397502
Medical Center,40.79005808,-73.95325005
Medical Center,40.74193376,-73.97469534
Medical Center,40.95672908,-74.06300068
Medical Center,40.7287873,-73.85198593
Medical Center,40.63535651,-74.10638621
Medical Center,40.86088438,-73.88990591
Medical Center,40.70908991,-74.01031072
Medical Center,40.88955858,-73.97570547
Medical Center,40.88955565,-73.9758547
Medical Center,40.88375077,-74.05635524
Medical Center,40.76984931,-73.98738384
Medical Center,40.84053484,-73.94120693
Medical Center,40.6688293,-73.712568
Medical Center,40.85550037,-73.84623528
Medical Center,40.85205457,-73.933134
Medical Center,40.77846185,-73.96112694
Medical Center,40.86088438,-73.88990591
Medical Center,40.95672908,-74.06300068
Medical Center,40.7400602,-74.00329835
Medical Center,40.63535651,-74.10638621
Medical Center,40.64671746,-74.0211153
Medical Center,40.88375077,-74.05635524
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.699738,-73.905252
Medical Center,40.76530402,-73.98024526
Medical Center,40.74307505,-74.00298847
Medical Center,40.64603282,-74.02045007
Medical Center,40.70385487,-73.91794682
Medical Center,40.95672908,-74.06300068
Medical Center,40.71005226,-74.21247482
Medical Center,40.71005226,-74.21247482
Medical Center,40.71063986,-74.21389434
Medical Center,40.71648,-73.99660873
Medical Center,40.88323937,-74.01026481
Medical Center,40.78514256,-74.17647257
Medical Center,40.7407155,-73.99223413
Medical Center,40.959735,-74.029749
Medical Center,40.9099209,-74.074232
Medical Center,40.734938,-74.0497613
Medical Center,40.84034628,-74.0480298
Medical Center,40.81435179,-74.10981602
Medical Center,40.82409456,-73.98823983
Medical Center,40.71631412,-74.05027628
Medical Center,40.829305,-74.10278433
Medical Center,40.82921532,-74.10305964
Medical Center,40.90400959,-73.96841526
Medical Center,40.73696491,-74.00050366
Medical Center,40.85550037,-73.84623528
Medical Center,40.74193376,-73.97469534
Medical Center,40.73475567,-73.98944502
Medical Center,40.76245411,-73.97216999
Medical Center,40.63535651,-74.10638621
Medical Center,40.71976227,-74.250014
Medical Center,40.74193376,-73.97469534
Medical Center,40.77846185,-73.96112694
Medical Center,40.88375077,-74.05635524
Medical Center,40.88375077,-74.05635524
Medical Center,40.85550037,-73.84623528
Medical Center,40.83415014,-74.2533671
Medical Center,40.96772397,-73.88401463
Medical Center,40.96772397,-73.88401463
Medical Center,40.86088438,-73.88990591
Medical Center,40.794539,-74.11938
Medical Center,40.64671746,-74.0211153
Medical Center,40.88428122,-74.05822182
Medical Center,40.76068327,-73.97227764
Medical Center,40.78514256,-74.17647257
Medical Center,40.829305,-74.10278433
Medical Center,40.84034628,-74.0480298
Medical Center,40.794539,-74.11938
Medical Center,40.76245411,-73.97216999
Medical Center,40.96794,-74.07393823
Medical Center,40.63535651,-74.10638621
Medical Center,40.763787,-73.770905
Medical Center,40.86088438,-73.88990591
Medical Center,40.76025963,-73.98276476
Medical Center,40.983611,-74.015588
Medical Center,40.74193376,-73.97469534
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.744576,-74.028841
Medical Center,40.73063339,-73.8877814
Medical Center,40.76675539,-73.98099709
Medical Center,40.88375077,-74.05635524
Medical Center,40.9099209,-74.074232
Medical Center,40.747295,-73.993067
Medical Center,40.95346,-74.10809
Medical Center,40.76415871,-73.81321931
Medical Center,40.71885686,-73.99623982
Medical Center,40.74193376,-73.97469534
Medical Center,40.73424452,-74.05021661
Medical Center,40.755903,-73.96677
Medical Center,40.87857913,-74.04712737
Medical Center,40.71631412,-74.05027628
Medical Center,40.61852129,-73.94293427
Medical Center,40.79030442,-73.9519373
Medical Center,40.64603282,-74.02045007
Medical Center,40.70045536,-73.94302276
Medical Center,40.66338524,-73.85418802
Medical Center,40.86783999,-73.89792719
Medical Center,40.75577582,-73.69202145
Medical Center,40.73063339,-73.8877814
Medical Center,40.93202956,-73.99627425
Medical Center,40.71631412,-74.05027628
Medical Center,40.75577582,-73.69202145
Medical Center,40.626749,-74.023927
Medical Center,40.88114932,-73.90878438
Medical Center,40.75577582,-73.69202145
Medical Center,40.819657,-74.214636
Medical Center,40.78514256,-74.17647257
Medical Center,40.727159,-74.038733
Medical Center,40.71885686,-73.99623982
Medical Center,40.77542591,-73.84823249
Medical Center,40.85550037,-73.84623528
Medical Center,40.70698008,-73.6972862
Medical Center,40.76974552,-73.98667308
Medical Center,40.86783999,-73.89792719
Medical Center,40.819657,-74.214636
Medical Center,40.6668316,-73.975247
Medical Center,40.90385272,-74.16573838
Medical Center,40.72333161,-74.00299995
Medical Center,40.90280945,-74.16599751
Medical Center,40.67679807,-73.89837504
Medical Center,40.90400959,-73.96841526
Medical Center,40.85550037,-73.84623528
Medical Center,40.76974552,-73.98667308
Medical Center,40.79059632,-73.95255149
Medical Center,40.79030442,-73.9519373
Medical Center,40.76245411,-73.97216999
Medical Center,40.63535651,-74.10638621
Medical Center,40.88955858,-73.97570547
Medical Center,40.88955565,-73.9758547
Medical Center,40.74193376,-73.97469534
Medical Center,40.88375077,-74.05635524
Medical Center,40.90981229,-73.90852556
Medical Center,40.84053484,-73.94120693
Medical Center,40.9099209,-74.074232
Medical Center,40.86259501,-74.16339906
Medical Center,40.77846185,-73.96112694
Medical Center,40.73319215,-73.98261554
Medical Center,40.74858807,-73.98826279
Medical Center,40.88431303,-74.0562864
Medical Center,40.79161977,-73.70201055
Medical Center,40.64671746,-74.0211153
Medical Center,40.738665,-73.975303
Medical Center,40.90280945,-74.16599751
Medical Center,40.74307505,-74.00298847
Medical Center,40.74682884,-73.99630868
Medical Center,40.67679807,-73.89837504
Medical Center,40.66993795,-73.94413065
Medical Center,40.82921532,-74.10305964
Medical Center,40.88375077,-74.05635524
Medical Center,40.88288995,-74.05656751
Medical Center,40.88431303,-74.0562864
Medical Center,40.88431303,-74.0562864
Medical Center,40.66338524,-73.85418802
Medical Center,40.77957932,-73.95397502
Medical Center,40.88105598,-73.87727906
Medical Center,40.86088438,-73.88990591
Medical Center,40.63535651,-74.10638621
Medical Center,40.95672908,-74.06300068
Medical Center,40.64671746,-74.0211153
Medical Center,40.73792943,-74.03167332
Medical Center,40.75577582,-73.69202145
Medical Center,40.88955858,-73.97570547
Medical Center,40.88375077,-74.05635524
Medical Center,40.90981229,-73.90852556
Medical Center,40.73475567,-73.98944502
Medical Center,40.83530747,-73.84786606
Medical Center,40.76984931,-73.98738384
Medical Center,40.95672908,-74.06300068
Medical Center,40.90969249,-73.78038885
Medical Center,40.90280945,-74.16599751
Medical Center,40.76410901,-73.97146977
Medical Center,40.7286558,-74.15243023
Medical Center,40.78514256,-74.17647257
Medical Center,40.74001655,-74.003413
Medical Center,40.6668316,-73.975247
Medical Center,40.741068,-73.999722
Medical Center,40.76550639,-73.98018786
Medical Center,40.723311,-74.000633
Medical Center,40.719577,-73.843131
Medical Center,40.76718201,-73.98400441
Medical Center,40.76448837,-73.97720344
Medical Center,40.66338524,-73.85418802
Medical Center,40.88375077,-74.05635524
Medical Center,40.794539,-74.11938
Medical Center,40.64012,-74.01205
Medical Center,40.64671746,-74.0211153
Medical Center,40.71103443,-73.85624973
Medical Center,40.74295013,-73.88228626
Medical Center,40.85550037,-73.84623528
Medical Center,40.75577582,-73.69202145
Medical Center,40.63535651,-74.10638621
Medical Center,40.95672908,-74.06300068
Medical Center,40.88955565,-73.9758547
Medical Center,40.88955858,-73.97570547
Medical Center,40.90981229,-73.90852556
Medical Center,40.88375077,-74.05635524
Medical Center,40.77846185,-73.96112694
Medical Center,40.88375077,-74.05635524
Medical Center,40.601654,-74.1629283
Medical Center,40.86088438,-73.88990591
Medical Center,40.76530402,-73.98024526
Medical Center,40.61323643,-74.06553805
Medical Center,40.9041023,-74.07822638
Medical Center,40.76987624,-73.96315881
Medical Center,40.95976971,-74.02999791
Medical Center,40.77272173,-73.95383151
Medical Center,40.7639577,-73.96823841
Medical Center,40.73424452,-74.05021661
Medical Center,40.641029,-73.985469
Medical Center,40.76984931,-73.98738384
Medical Center,40.804472,-73.96314648
Medical Center,40.73063339,-73.8877814
Medical Center,40.70908991,-74.01031072
